Product_Name,Sub_Fund_Name,Issuer,Auth_Date,Doc,Deriv_Fund,Product_ID,Sub_Fund_ID,doc_url
Allianz Global Investors Fund (AOY394),Allianz Thematica (BNV849),Allianz Global Investors GmbH,8/2/2019,Offering Documents,No,AOY394,BNV849,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNV849&docType=OD
DCI Investment Trust (AWD544),Da Cheng Money Market Fund (BNV600),Da Cheng International Asset Management Company Limited,21/1/2019,Offering Documents,No,AWD544,BNV600,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNV600&docType=OD
CSOP ETF Series (AZJ424),CSOP US Dollar Money Market ETF (BNV785)#,CSOP Asset Management Limited,17/1/2019,Offering Documents,No,AZJ424,BNV785)#,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNV785)#&docType=OD
Hang Seng Investment Series (AEO342),Hang Seng China New Economy Index Fund (BNR605),Hang Seng Investment Management Limited,17/1/2019,Offering Documents,No,AEO342,BNR605,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNR605&docType=OD
Aberdeen Standard SICAV I (AAN337),Aberdeen Standard SICAV I - China A Share Sustainable Equity Fund (BNR311),Abrdn Investments Luxembourg S.A.,8/1/2019,Offering Documents,No,AAN337,BNR311,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNR311&docType=OD
Aberdeen Standard SICAV I (AAN337),Aberdeen Standard SICAV I - Diversified Income Fund (BNR312),Abrdn Investments Luxembourg S.A.,8/1/2019,Offering Documents,No,AAN337,BNR312,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNR312&docType=OD
BNY Mellon Global Funds plc (AGR102),BNY Mellon Global Infrastructure Income Fund (BNT740),BNY Mellon Fund Management (Luxembourg) S.A.,7/1/2019,Offering Documents,No,AGR102,BNT740,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNT740&docType=OD
BNY Mellon Global Funds plc (AGR102),BNY Mellon Mobility Innovation Fund (BNT739),BNY Mellon Fund Management (Luxembourg) S.A.,7/1/2019,Offering Documents,No,AGR102,BNT739,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNT739&docType=OD
E Fund Unit Trust Fund (BJK347),E Fund (HK) Short-Duration Bond Fund (BNR890),"E Fund Management (Hong Kong) Co., Limited",18/12/2018,Offering Documents,No,BJK347,BNR890,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNR890&docType=OD
E Fund Unit Trust Fund (BJK347),E Fund (HK) Hong Kong Dollar Money Market Fund (BNO281),"E Fund Management (Hong Kong) Co., Limited",13/12/2018,Offering Documents,No,BJK347,BNO281,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNO281&docType=OD
Natixis International Funds (Dublin) I public limited company (BNJ140),,Natixis Investment Managers S.A.,13/12/2018,Offering Documents,,BNJ140,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Natixis International Funds (Dublin) I public limited company (BNJ140),Loomis Sayles Multisector Income Fund (BNJ141),Natixis Investment Managers S.A.,13/12/2018,Offering Documents,No,BNJ140,BNJ141,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNJ141&docType=OD
Allianz Global Investors Fund (AOY394),Allianz Best Styles Global Equity (BNK988),Allianz Global Investors GmbH,10/12/2018,Offering Documents,No,AOY394,BNK988,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNK988&docType=OD
Allianz Global Investors Fund (AOY394),Allianz Global Floating Rate Notes Plus (BNK990),Allianz Global Investors GmbH,10/12/2018,Offering Documents,No,AOY394,BNK990,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNK990&docType=OD
China Post Global Funds (BHR264),China Post Global Fixed Income Fund (BNN649),China Post & Capital Global Asset Management Limited,5/12/2018,Offering Documents,No,BHR264,BNN649,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNN649&docType=OD
Fidelity Funds (AAV264),Fidelity Funds - FIRST All Country World Fund (BNK459),FIL Investment Management (Luxembourg) S.A.,4/12/2018,Offering Documents,No,AAV264,BNK459,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNK459&docType=OD
Fidelity Funds (AAV264),Fidelity Funds - Greater China Multi Asset Growth & Income Fund (BNK458),FIL Investment Management (Luxembourg) S.A.,4/12/2018,Offering Documents,No,AAV264,BNK458,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNK458&docType=OD
CFund (BNJ536),,Pickers Capital Management Limited,3/12/2018,Offering Documents,,BNJ536,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
CFund (BNJ536),CFund - China Equity (BNJ537),Pickers Capital Management Limited,3/12/2018,Offering Documents,No,BNJ536,BNJ537,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNJ537&docType=OD
BNY Mellon Global Funds plc (AGR102),BNY Mellon Global Emerging Markets Opportunities Fund (BNI972),BNY Mellon Fund Management (Luxembourg) S.A.,19/11/2018,Offering Documents,No,AGR102,BNI972,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNI972&docType=OD
BNY Mellon Global Funds plc (AGR102),BNY Mellon Global Equity Income Fund (BNI971),BNY Mellon Fund Management (Luxembourg) S.A.,19/11/2018,Offering Documents,No,AGR102,BNI971,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNI971&docType=OD
BNY Mellon Global Funds plc (AGR102),BNY Mellon Global Leaders Fund (BNI961),BNY Mellon Fund Management (Luxembourg) S.A.,19/11/2018,Offering Documents,No,AGR102,BNI961,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNI961&docType=OD
BNY Mellon Global Funds plc (AGR102),BNY Mellon Long-Term Global Equity Fund (BNI960),BNY Mellon Fund Management (Luxembourg) S.A.,19/11/2018,Offering Documents,No,AGR102,BNI960,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNI960&docType=OD
BNY Mellon Global Funds plc (AGR102),BNY Mellon U.S. Equity Income Fund (BNI973),BNY Mellon Fund Management (Luxembourg) S.A.,19/11/2018,Offering Documents,No,AGR102,BNI973,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNI973&docType=OD
Value Partners Fund Series (BCG586),Value Partners Asian Innovation Opportunities Fund (BNJ769),Value Partners Hong Kong Limited,14/11/2018,Offering Documents,No,BCG586,BNJ769,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNJ769&docType=OD
Capital International Fund (BGX053),Capital Group Emerging Markets Debt Fund (LUX) (BNO395),Capital International Management Company,12/11/2018,"Offering Documents

Waivers Granted",No,BGX053,BNO395,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNO395&docType=OD
Capital International Fund (BGX053),Capital Group Emerging Markets Local Currency Debt Fund (LUX) (BNO396),Capital International Management Company,12/11/2018,"Offering Documents

Waivers Granted",No,BGX053,BNO396,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNO396&docType=OD
Capital International Fund (BGX053),Capital Group Emerging Markets Total Opportunities (LUX) (BNO397),Capital International Management Company,12/11/2018,"Offering Documents

Waivers Granted",No,BGX053,BNO397,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNO397&docType=OD
AXA World Funds (AEU586),AXA World Funds - Asian High Yield Bonds (BNL595),AXA Funds Management S.A.,2/11/2018,Offering Documents,No,AEU586,BNL595,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNL595&docType=OD
AXA World Funds (AEU586),AXA World Funds - Global High Yield Bonds (BNL594),AXA Funds Management S.A.,2/11/2018,Offering Documents,No,AEU586,BNL594,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BNL594&docType=OD
Goldman Sachs Funds (BMX642),,Goldman Sachs Asset Management Fund Services Limited,26/10/2018,Offering Documents,,BMX642,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Goldman Sachs Funds (BMX642),Goldman Sachs Emerging Markets CORE® Equity Portfolio (BMX646),Goldman Sachs Asset Management Fund Services Limited,26/10/2018,Offering Documents,No,BMX642,BMX646,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BMX646&docType=OD
Goldman Sachs Funds (BMX642),Goldman Sachs Emerging Markets Corporate Bond Portfolio (BMX649),Goldman Sachs Asset Management Fund Services Limited,26/10/2018,Offering Documents,No,BMX642,BMX649,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BMX649&docType=OD
