Product_Name,Sub_Fund_Name,Issuer,Auth_Date,Doc,Deriv_Fund,Product_ID,Sub_Fund_ID,doc_url
BlackRock Premier Funds (BAV201),iShares Hong Kong Equity Index Fund (BAV202),BlackRock Asset Management North Asia Limited,22/7/2013,Offering Documents,No,BAV201,BAV202,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAV202&docType=OD
China Universal International Series (AVR837),CUAM Hong Kong Dollar Bond Fund (BBE672),China Universal Asset Management (Hong Kong) Company Limited,19/7/2013,Offering Documents,No,AVR837,BBE672,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BBE672&docType=OD
Natixis International Funds (Lux) I (BAA243),,Natixis Investment Managers S.A.,10/7/2013,Offering Documents,,BAA243,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Natixis International Funds (Lux) I (BAA243),DNCA Emerging Europe Equity Fund (BAA248),Natixis Investment Managers S.A.,10/7/2013,Offering Documents,No,BAA243,BAA248,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAA248&docType=OD
Natixis International Funds (Lux) I (BAA243),DNCA Europe Smaller Companies Fund (BAA249),Natixis Investment Managers S.A.,10/7/2013,Offering Documents,No,BAA243,BAA249,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAA249&docType=OD
Natixis International Funds (Lux) I (BAA243),Harris Associates Global Equity Fund (BAA246),Natixis Investment Managers S.A.,10/7/2013,Offering Documents,No,BAA243,BAA246,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAA246&docType=OD
Natixis International Funds (Lux) I (BAA243),Harris Associates U.S. Value Equity Fund (BAA247),Natixis Investment Managers S.A.,10/7/2013,Offering Documents,No,BAA243,BAA247,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAA247&docType=OD
Value Partners Greater China High Yield Income Fund (AZR650),,Value Partners Hong Kong Limited,20/6/2013,Offering Documents,No,AZR650,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Ninety One Global Strategy Fund (AAQ612),Emerging Markets Blended Debt Fund (BAF171),Ninety One Luxembourg S.A.,17/6/2013,Offering Documents,Yes,AAQ612,BAF171,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAF171&docType=OD
Ninety One Global Strategy Fund (AAQ612),Emerging Markets Hard Currency Debt Fund (BAF169),Ninety One Luxembourg S.A.,17/6/2013,Offering Documents,No,AAQ612,BAF169,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAF169&docType=OD
BOCHK Wealth Creation Series (AYX421),BOCHK All Weather Hong Kong Equity Fund (BBE671),BOCHK Asset Management Limited,30/5/2013,Offering Documents,No,AYX421,BBE671,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BBE671&docType=OD
BOCIP Asset Management Investment Funds (ATR244),BOCIP China Wealth Fund (BAW968),BOCI-Prudential Asset Management Limited,22/5/2013,Offering Documents,No,ATR244,BAW968,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAW968&docType=OD
Allianz Global Investors Fund (AOY394),Allianz US Short Duration High Income Bond (BAL415),Allianz Global Investors GmbH,15/5/2013,Offering Documents,No,AOY394,BAL415,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAL415&docType=OD
China Southern Dragon Dynamic Fund (BBD170),,LEMANIK ASSET MANAGEMENT S.A.,10/5/2013,Offering Documents,,BBD170,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
China Southern Dragon Dynamic Fund (BBD170),China New Balance Opportunity Fund (BBD172),LEMANIK ASSET MANAGEMENT S.A.,10/5/2013,Offering Documents,No,BBD170,BBD172,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BBD172&docType=OD
Hang Seng Mainland Investment Series (AUG744),Hang Seng China A-Share FlexiPower Fund (BAU929),Hang Seng Investment Management Limited,7/5/2013,Offering Documents,No,AUG744,BAU929,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAU929&docType=OD
Allianz Global Investors Fund (AOY394),Allianz Euro High Yield Bond (AZL487),Allianz Global Investors GmbH,2/5/2013,Offering Documents,No,AOY394,AZL487,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZL487&docType=OD
Schroder Umbrella Fund II (AWW393),Schroder China Equity Alpha Fund (BAR383),Schroder Investment Management (Hong Kong) Limited,30/4/2013,Offering Documents,No,AWW393,BAR383,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAR383&docType=OD
Fidelity Funds (AAV264),Fidelity Funds - Global Income Fund (BAO490),FIL Investment Management (Luxembourg) S.A.,11/4/2013,Offering Documents,No,AAV264,BAO490,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAO490&docType=OD
Fidelity Funds (AAV264),Fidelity Funds - Global Multi Asset Income Fund (BAO491),FIL Investment Management (Luxembourg) S.A.,11/4/2013,Offering Documents,No,AAV264,BAO491,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAO491&docType=OD
Matthews Asia Funds (AXK085),Matthews Asia Funds - China Dividend Fund (AZY614),Carne Global Fund Managers (Luxembourg) S.A.,8/4/2013,Offering Documents,No,AXK085,AZY614,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZY614&docType=OD
Matthews Asia Funds (AXK085),Matthews Asia Funds - China Small Companies Fund (AZY613),Carne Global Fund Managers (Luxembourg) S.A.,8/4/2013,Offering Documents,No,AXK085,AZY613,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZY613&docType=OD
Momentum Global Funds (AZR711),,FundRock Management Company S.A.,5/4/2013,Offering Documents,,AZR711,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Momentum Global Funds (AZR711),Harmony Portfolios Asian Balanced Fund (AZR712),FundRock Management Company S.A.,5/4/2013,Offering Documents,No,AZR711,AZR712,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZR712&docType=OD
Momentum Global Funds (AZR711),Harmony Portfolios Asian Growth Fund (AZR713),FundRock Management Company S.A.,5/4/2013,Offering Documents,No,AZR711,AZR713,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZR713&docType=OD
Momentum Global Funds (AZR711),Harmony Portfolios Australian Dollar Growth Fund (AZR714),FundRock Management Company S.A.,5/4/2013,Offering Documents,No,AZR711,AZR714,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZR714&docType=OD
Momentum Global Funds (AZR711),Harmony Portfolios Europe Growth Fund (AZR715),FundRock Management Company S.A.,5/4/2013,Offering Documents,No,AZR711,AZR715,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZR715&docType=OD
Momentum Global Funds (AZR711),Harmony Portfolios Sterling Balanced Fund (AZR716),FundRock Management Company S.A.,5/4/2013,Offering Documents,No,AZR711,AZR716,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZR716&docType=OD
Momentum Global Funds (AZR711),Harmony Portfolios Sterling Growth Fund (AZR717),FundRock Management Company S.A.,5/4/2013,Offering Documents,No,AZR711,AZR717,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZR717&docType=OD
Momentum Global Funds (AZR711),Harmony Portfolios US Dollar Balanced Fund (AZR718),FundRock Management Company S.A.,5/4/2013,Offering Documents,No,AZR711,AZR718,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZR718&docType=OD
Momentum Global Funds (AZR711),Harmony Portfolios US Dollar Growth Fund (AZR719),FundRock Management Company S.A.,5/4/2013,Offering Documents,No,AZR711,AZR719,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZR719&docType=OD
BNP Paribas Funds (AEK802),BNP Paribas Funds China Equity (BAC415),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAC415,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAC415&docType=OD
BNP Paribas Funds (AEK802),BNP Paribas Funds Consumer Innovators (BAC420),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAC420,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAC420&docType=OD
BNP Paribas Funds (AEK802),BNP Paribas Funds Disruptive Technology (BAE346),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAE346,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAE346&docType=OD
BNP Paribas Funds (AEK802),BNP Paribas Funds Emerging Bond Opportunities (BAC408),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAC408,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAC408&docType=OD
BNP Paribas Funds (AEK802),BNP Paribas Funds Emerging Equity (BAE342),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAE342,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAE342&docType=OD
BNP Paribas Funds (AEK802),BNP Paribas Funds Energy Transition (BAC421),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAC421,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAC421&docType=OD
BNP Paribas Funds (AEK802),BNP Paribas Funds Europe Emerging Equity (BAC416),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAC416,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAC416&docType=OD
BNP Paribas Funds (AEK802),BNP Paribas Funds Europe Equity (BAC414),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAC414,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAC414&docType=OD
BNP Paribas Funds (AEK802),BNP Paribas Funds Europe Growth (BAE337),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAE337,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAE337&docType=OD
BNP Paribas Funds (AEK802),BNP Paribas Funds Global Convertible (BAE336),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAE336,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAE336&docType=OD
BNP Paribas Funds (AEK802),BNP Paribas Funds Global High Yield Bond (BAE335),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAE335,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAE335&docType=OD
BNP Paribas Funds (AEK802),BNP Paribas Funds Green Tigers (BAC412),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAC412,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAC412&docType=OD
BNP Paribas Funds (AEK802),BNP Paribas Funds Health Care Innovators (BAE344),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAE344,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAE344&docType=OD
BNP Paribas Funds (AEK802),BNP Paribas Funds India Equity (BAE340),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAE340,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAE340&docType=OD
BNP Paribas Funds (AEK802),BNP Paribas Funds Local Emerging Bond (BAE334),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAE334,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAE334&docType=OD
BNP Paribas Funds (AEK802),BNP Paribas Funds Russia Equity (BAC417),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAC417,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAC417&docType=OD
BNP Paribas Funds (AEK802),BNP Paribas Funds Sustainable Asia ex-Japan Equity (BAC413),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAC413,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAC413&docType=OD
BNP Paribas Funds (AEK802),BNP Paribas Funds Sustainable Asian Cities Bond (BAC407),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAC407,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAC407&docType=OD
BNP Paribas Funds (AEK802),BNP Paribas Funds Sustainable Global Low Vol Equity (BAC419),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAC419,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAC419&docType=OD
BNP Paribas Funds (AEK802),BNP Paribas Funds US Growth (BAC418),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAC418,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAC418&docType=OD
Franklin Templeton Investment Funds (ACG318),Franklin Global Convertible Securities Fund (AZH247),Franklin Templeton International Services S.a.r.l.,20/3/2013,Offering Documents,No,ACG318,AZH247,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZH247&docType=OD
BlackRock Global Funds (AAR239),Global Multi-Asset Income Fund (AZO659),BlackRock (Luxembourg) S.A.,15/3/2013,Offering Documents,No,AAR239,AZO659,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZO659&docType=OD
AB SICAV I (ANP585),Asia Pacific Local Currency Debt Portfolio (AZT298),AllianceBernstein (Luxembourg) S.a.r.l.,28/2/2013,Offering Documents,No,ANP585,AZT298,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZT298&docType=OD
AB SICAV I (ANP585),Emerging Market Corporate Debt Portfolio (AZT301),AllianceBernstein (Luxembourg) S.a.r.l.,28/2/2013,Offering Documents,No,ANP585,AZT301,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZT301&docType=OD
AB SICAV I (ANP585),Emerging Market Local Currency Debt Portfolio (AZT302),AllianceBernstein (Luxembourg) S.a.r.l.,28/2/2013,Offering Documents,Yes,ANP585,AZT302,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZT302&docType=OD
AB SICAV I (ANP585),Emerging Markets Multi-Asset Portfolio (AZT300),AllianceBernstein (Luxembourg) S.a.r.l.,28/2/2013,Offering Documents,No,ANP585,AZT300,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZT300&docType=OD
AB SICAV I (ANP585),Global Plus Fixed Income Portfolio (AZT299),AllianceBernstein (Luxembourg) S.a.r.l.,28/2/2013,Offering Documents,No,ANP585,AZT299,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZT299&docType=OD
AB SICAV I (ANP585),Select US Equity Portfolio (AZT297),AllianceBernstein (Luxembourg) S.a.r.l.,28/2/2013,Offering Documents,No,ANP585,AZT297,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZT297&docType=OD
AB SICAV I (ANP585),Short Duration High Yield Portfolio (AZT295),AllianceBernstein (Luxembourg) S.a.r.l.,28/2/2013,Offering Documents,No,ANP585,AZT295,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZT295&docType=OD
Schroder International Selection Fund (AEU509),Global Multi-Asset Income (BAH324),Schroder Investment Management (Europe) S.A.,21/2/2013,Offering Documents,No,AEU509,BAH324,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAH324&docType=OD
BOCHK Wealth Creation Series (AYX421),BOCHK All Weather China High Yield Bond Fund (BAO327),BOCHK Asset Management Limited,7/2/2013,Offering Documents,No,AYX421,BAO327,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAO327&docType=OD
Harvest Funds Series (Hong Kong) (AZH018),,Harvest Global Investments Limited,5/2/2013,Offering Documents,,AZH018,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Harvest Funds Series (Hong Kong) (AZH018),Asia Frontier Equity Fund (AZH019),Harvest Global Investments Limited,5/2/2013,Offering Documents,No,AZH018,AZH019,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZH019&docType=OD
Harvest Funds Series (Hong Kong) (AZH018),China Equity Fund (AZH020),Harvest Global Investments Limited,5/2/2013,Offering Documents,No,AZH018,AZH020,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZH020&docType=OD
Allianz Global Investors Choice Fund (AFH733),Allianz Choice RMB Money Market Fund (AZO362),Allianz Global Investors Asia Pacific Limited,29/1/2013,Offering Documents,No,AFH733,AZO362,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZO362&docType=OD
HSBC Global Investment Funds (AAU032),HSBC Global Investment Funds - Managed Solutions - Asia Focused Conservative (BAI480),HSBC Investment Funds (Luxembourg) S.A.,24/1/2013,Offering Documents,No,AAU032,BAI480,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAI480&docType=OD
BOCIP Asset Management Investment Funds (ATR244),BOCIP Japan Small & Mid Cap Opportunity Fund (AZP416),BOCI-Prudential Asset Management Limited,14/1/2013,Offering Documents,No,ATR244,AZP416,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZP416&docType=OD
Allianz Global Investors Fund (AOY394),Allianz HKD Income (AZN102),Allianz Global Investors GmbH,28/12/2012,Offering Documents,No,AOY394,AZN102,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZN102&docType=OD
Allianz Global Investors Fund (AOY394),Allianz Income and Growth (AZN103),Allianz Global Investors GmbH,28/12/2012,Offering Documents,No,AOY394,AZN103,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZN103&docType=OD
HSBC Global Investment Funds (AAU032),HSBC Global Investment Funds - Managed Solutions - Asia Focused Growth (AZN129),HSBC Investment Funds (Luxembourg) S.A.,28/12/2012,Offering Documents,No,AAU032,AZN129,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZN129&docType=OD
BOCIP Asset Management Investment Funds (ATR244),BOCIP China Bond Fund (AZU904),BOCI-Prudential Asset Management Limited,13/12/2012,Offering Documents,No,ATR244,AZU904,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZU904&docType=OD
BOCOM International Fund (AVH856),Global Strategic Emerging Markets Bond Fund (BAA194),BOCOM International Asset Management Limited,7/12/2012,Offering Documents,No,AVH856,BAA194,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAA194&docType=OD
JPMorgan Funds (ACS938),JPMorgan Funds - Brazil Equity Fund (AYQ248),JPMorgan Asset Management (Europe) S.a'r.l.,5/12/2012,Offering Documents,No,ACS938,AYQ248,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AYQ248&docType=OD
JPMorgan Funds (ACS938),JPMorgan Funds - Emerging Markets Opportunities Fund (AYQ249),JPMorgan Asset Management (Europe) S.a'r.l.,5/12/2012,Offering Documents,No,ACS938,AYQ249,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AYQ249&docType=OD
Mirae Asset Global Discovery Fund (APW921),Mirae Asset Asia Great Consumer Equity Fund (AZZ104),FundRock Management Company S.A.,21/11/2012,Offering Documents,No,APW921,AZZ104,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZZ104&docType=OD
Mirae Asset Global Discovery Fund (APW921),Mirae Asset Sustainable Asia Sector Leader Equity Fund (AZZ103),FundRock Management Company S.A.,21/11/2012,Offering Documents,No,APW921,AZZ103,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZZ103&docType=OD
Eastspring Investments (APD368),Eastspring Investments - Asian High Yield Bond Fund (AYK754),Eastspring Investments (Luxembourg) S.A.,7/11/2012,Offering Documents,No,APD368,AYK754,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AYK754&docType=OD
China Universal International Series (AVR837),CUAM China-Hong Kong Strategy Fund (AZW731),China Universal Asset Management (Hong Kong) Company Limited,5/10/2012,Offering Documents,No,AVR837,AZW731,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZW731&docType=OD
Franklin Templeton Fund Series (AYW765),,Franklin Templeton Investments (Asia) Limited,18/9/2012,Offering Documents,,AYW765,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Franklin Templeton Fund Series (AYW765),Templeton China Opportunities Fund (AYW767),Franklin Templeton Investments (Asia) Limited,18/9/2012,Offering Documents,No,AYW765,AYW767,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AYW767&docType=OD
Templeton China A Shares Fund (AYW768),,Templeton Investment Counsel LLC,18/9/2012,Offering Documents,No,AYW768,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
BEA Union Investment Capital Growth Fund (AFH769),BEA Union Investment Global Equity Fund (AXZ639),BEA Union Investment Management Limited,20/8/2012,Offering Documents,No,AFH769,AXZ639,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AXZ639&docType=OD
Aberdeen Standard SICAV I (AAN337),Aberdeen Standard SICAV I - Emerging Markets Corporate Bond Fund (AXR827),Abrdn Investments Luxembourg S.A.,19/7/2012,Offering Documents,No,AAN337,AXR827,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AXR827&docType=OD
Aberdeen Standard SICAV I (AAN337),Aberdeen Standard SICAV I - North American Smaller Companies Fund (AXR826),Abrdn Investments Luxembourg S.A.,19/7/2012,Offering Documents,No,AAN337,AXR826,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AXR826&docType=OD
HSBC Global Investment Funds (AAU032),HSBC Global Investment Funds - Global High Yield Bond (AZI792),HSBC Investment Funds (Luxembourg) S.A.,26/6/2012,Offering Documents,No,AAU032,AZI792,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZI792&docType=OD
Invesco Funds (AAV714),Invesco US High Yield Bond Fund (AZF212),INVESCO Management S.A.,12/6/2012,Offering Documents,No,AAV714,AZF212,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZF212&docType=OD
BOCHK Wealth Creation Series (AYX421),,BOCHK Asset Management Limited,8/6/2012,Offering Documents,,AYX421,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
BOCHK Wealth Creation Series (AYX421),BOCHK All Weather Global Opportunities Fund (AYX423),BOCHK Asset Management Limited,8/6/2012,Offering Documents,No,AYX421,AYX423,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AYX423&docType=OD
Matthews Asia Funds (AXK085),,Carne Global Fund Managers (Luxembourg) S.A.,27/4/2012,Offering Documents,,AXK085,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Matthews Asia Funds (AXK085),Matthews Asia Funds - Asia Dividend Fund (AXK088),Carne Global Fund Managers (Luxembourg) S.A.,27/4/2012,Offering Documents,No,AXK085,AXK088,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AXK088&docType=OD
Matthews Asia Funds (AXK085),Matthews Asia Funds - China Fund (AXK087),Carne Global Fund Managers (Luxembourg) S.A.,27/4/2012,Offering Documents,No,AXK085,AXK087,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AXK087&docType=OD
Matthews Asia Funds (AXK085),Matthews Asia Funds - India Fund (AXK089),Carne Global Fund Managers (Luxembourg) S.A.,27/4/2012,Offering Documents,No,AXK085,AXK089,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AXK089&docType=OD
Matthews Asia Funds (AXK085),Matthews Asia Funds - Pacific Tiger Fund (AXK086),Carne Global Fund Managers (Luxembourg) S.A.,27/4/2012,Offering Documents,No,AXK085,AXK086,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AXK086&docType=OD
BOCOM International Fund (AVH856),BOCOM International Asia Pacific Demographic Growth Fund (AXG739),BOCOM International Asset Management Limited,26/4/2012, ,No,AVH856,AXG739,
BOCOM International Fund (AVH856),BOCOM International Global Growth Fund (AXG741),BOCOM International Asset Management Limited,26/4/2012, ,No,AVH856,AXG741,
BOCOM International Fund (AVH856),BOCOM International Greater Chindia Growth Fund (AXG740),BOCOM International Asset Management Limited,26/4/2012, ,No,AVH856,AXG740,
HSBC Global Investment Funds (AAU032),HSBC Global Investment Funds - Managed Solutions - Asia Focused Income (AYY012),HSBC Investment Funds (Luxembourg) S.A.,11/4/2012,Offering Documents,No,AAU032,AYY012,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AYY012&docType=OD
BEA Union Investment Series (AHE623),BEA Union Investment Asia Pacific Multi Income Fund (AYM184),BEA Union Investment Management Limited,20/3/2012,Offering Documents,No,AHE623,AYM184,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AYM184&docType=OD
